method,site,type,lat,transect,diver,life.history,species,percent.of.cover,l,w,area,pale,bleached,total.pb,percent.pb,new,trans,old,total.mort,percent.mort,disease,percentdisease
Video,3,Nearshore,3,2,4,Stress Tolerant,SSID,0.85,12.55681818,11.59090909,145.544938,0,0,0,0,0,0,0,2,0,0,0
Video,3,Nearshore,3,2,4,Stress Tolerant,SSID,0.85,12.90178571,12.90178571,166.4560745,0.1,0.1,0.2,20,0.1,0,0,4,10,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.85,75.89285714,60.71428571,4607.780612,0,0,0,0,0,0,0.8,18,80,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.85,22.36842105,15.65789474,350.2423823,0,0,0,0,0.2,0,0,6,20,0,0
Video,3,Nearshore,3,3,4,NA,SBOU,0.85,8.947368421,8.947368421,80.05540166,0,0,0,0,0.1,0,0,4,10,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.85,25,27.5,687.5,0,0,0,0,0,0,0.3,8,30,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.85,13.42105263,11.18421053,150.1038781,0,0,0,0,0,0.2,0,6,20,0,0
Video,3,Nearshore,3,3,4,Weedy,SRAD,0.9,7.105263158,11.84210526,84.14127422,0,0,0,0,0,0,0.7,16,70,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.9,7.105263158,11.84210526,84.14127422,0,0,0,0,0,0,0,2,0,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.9,6.428571429,10.71428571,68.877551,0,0,0,0,0,0.1,0,4,10,0,0
Video,3,Nearshore,3,3,4,Weedy,SRAD,0.75,5.46875,4.6875,25.63476563,0,1,1,100,0,0,0,2,0,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.8,6.666666667,4.444444444,29.62962963,0,0,0,0,0.1,0,0,4,10,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.8,13.68421053,14.73684211,201.66205,0,0,0,0,0.1,0,0,4,10,0,0
Video,3,Nearshore,3,3,4,NA,SBOU,0.8,4.210526316,4.210526316,17.72853186,0,1,1,100,0,0,0,2,0,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.85,16.69642857,15.17857143,253.4279337,0.4,0,0.4,40,0,0,0,2,0,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.85,23.90625,11.51041667,275.1708985,0,0,0,0,0.1,0,0,4,10,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,PSTR,0.85,92.65,37.4,3465.11,0.8,0,0.8,80,0,0,0.2,6,20,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.9,34.5,36,1242,0.3,0,0.3,30,0,0,0,2,0,0,0
Video,3,Nearshore,3,3,4,Stress Tolerant,SSID,0.9,30.44117647,31.76470588,966.9550172,0,0,0,0,0,0,NA,2,0,0,0
Video,3,Nearshore,3,4,5,Stress Tolerant,SSID,0.9,22.5,13.23529412,297.7941177,0,0,0,0,0,0,0,2,0,0,0
Video,3,Nearshore,3,4,5,NA,SBOU,0.85,25.234375,27.890625,703.8024902,0,0,0,0,0,0,0,2,0,0,0
Video,3,Nearshore,3,4,5,Stress Tolerant,SSID,0.85,5.795454545,7.727272727,44.78305785,0,0,0,0,0,0,0,2,0,0,0
Video,3,Nearshore,3,4,5,Weedy,SRAD,0.85,5.666666667,5.666666667,32.11111111,0,0.3,0.3,30,0,0,0.7,16,70,0,0
Video,3,Nearshore,3,5,5,Stress Tolerant,SSID,0.85,30.69444444,11.80555556,362.3649692,0,0,0,0,0,0,0.1,4,10,0,0
Video,3,Nearshore,3,5,5,Stress Tolerant,SSID,0.85,11.6875,8.5,99.34375,0,0,0,0,0.1,0,NA,4,10,0,0
Video,3,Nearshore,3,5,5,Stress Tolerant,SSID,0.9,30,29.0625,871.875,0,0,0,0,0,0.3,NA,8,30,0,0
Video,3,Nearshore,3,5,5,Stress Tolerant,SSID,0.9,13.125,13.125,172.265625,0,0,0,0,0,0,0.4,10,40,0,0
Video,3,Nearshore,3,5,5,Stress Tolerant,SSID,0.85,13.28125,13.28125,176.3916016,0,0,0,0,0,0,0.4,10,40,0,0
Video,3,Nearshore,3,5,5,Stress Tolerant,SSID,0.9,24,18.75,450,0.5,0,0.5,50,0,0,0.3,8,30,0,0
Video,3,Nearshore,3,5,5,Stress Tolerant,SSID,0.75,8.75,6.25,54.6875,0,0,0,0,0.1,0,0,4,10,0,0
Video,3,Nearshore,3,6,5,Stress Tolerant,SSID,0.9,18,7.2,129.6,0,0,0,0,0,0,0,2,0,0,0
Video,3,Nearshore,3,6,5,Stress Tolerant,SSID,0.85,11.44230769,13.07692308,149.6301775,0,0,0,0,NA,0,0,2,0,0,0
Video,3,Nearshore,3,6,5,Stress Tolerant,SSID,0.8,6.666666667,6.666666667,44.44444445,0,1,1,100,0,0,0,2,0,0,0
Video,3,Nearshore,3,6,5,Stress Tolerant,SSID,0.9,20.25,11.25,227.8125,0,0,0,0,0,0.5,0,12,50,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,6.68,16.33,109.0844,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,10.39,6.68,69.4052,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,12.67,11.61,147.0987,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.85,24.02,18.48,443.8896,0.3,0,0.3,30,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.85,4.55,7.74,35.217,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,NA,MALC,0.4,10.11,3.93,39.7323,0.2,0.35,0.55,55,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.8,27.82,14.11,392.5402,0,0,0,0,0,0.1,0,4,10,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,OANN,0.9,14.79,12.38,183.1002,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,5.23,12,62.76,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,NA,MALC,0.85,4.78,11.94,57.0732,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PPOR,0.6,4.04,7.16,28.9264,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PPOR,0.85,25.19,25.55,643.6045,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.9,12.01,11,132.11,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PPOR,0.65,4.3,8.6,36.98,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.8,11.76,14.71,172.9896,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.85,34.78,40.7,1415.546,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PPOR,0.8,24.5,17.58,430.71,0,0.1,0.1,10,0,0,0.3,8,30,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,OANN,0.65,23.4,20.48,479.232,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,PSTR,0.75,15.94,16.96,270.3424,0,0,0,0,0,0,0.2,6,20,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,PSTR,0.8,7.21,3.27,23.5767,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,OANN,0.8,41.02,11.97,491.0094,0,0.2,0.2,20,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.7,8.3,8.3,68.89,0,0,0,0,0,0,0.3,8,30,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,OANN,0.7,25.25,15.24,384.81,1,0,1,100,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SINT,0.55,14.54,16.06,233.5124,0,0,0,0,0,0,0.5,12,50,1,100
Video,4,Back Reef,4,1,4,Generalist,OFAV,0.9,21.35,19.47,415.6845,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,PSTR,0.8,28.85,6.41,184.9285,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.85,28.68,26.07,747.6876,0,0,0,0,0,0.1,0,4,10,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,5.1,5.83,29.733,1,0,1,100,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,5.1,3.5,17.85,1,0,1,100,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.7,12.24,12.88,157.6512,0,0,0,0,0,0,0.2,6,20,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.75,25.05,45.55,1141.0275,0,0,0,0,0.3,0,0,8,30,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.7,26.84,25.58,686.5672,0,0,0,0,0,0,0.3,8,30,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,10.4,12.96,134.784,0,0,0,0,0.1,0,0,4,10,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,DSTO,0.9,4.27,6.69,28.5663,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,29.76,30.97,921.6672,0,0,0,0,0.15,0,0,5,15,0,0
Video,4,Back Reef,4,1,4,NA,MALC,0.6,9.66,6.04,58.3464,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.9,127.75,24.16,3086.44,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.8,4.11,5.56,22.8516,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.95,14.16,7.86,111.2976,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,OANN,0.95,10.93,9.47,103.5071,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.8,33.47,37.79,1264.8313,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,5.68,4.74,26.9232,1,0,1,100,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.9,13.62,4.74,64.5588,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.85,35.6,28.05,998.58,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.8,10.21,7.16,73.1036,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,31.38,30.08,943.9104,0,0,0,0,0,0,0.1,4,10,0,0
Video,4,Back Reef,4,1,4,NA,MALC,0.3,8.98,5.81,52.1738,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.6,7.88,8.21,64.6948,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.85,17.06,19.39,330.7934,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.8,16.4,15.45,253.38,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PFUR,0.7,14.07,12.96,182.3472,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Generalist,OFAV,0.95,16.96,13.82,234.3872,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.7,28.09,22.53,632.8677,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.7,28,23.51,658.28,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,14.01,7.92,110.9592,1,0,1,100,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,OANN,0.7,15.78,13.87,218.8686,0.5,0,0.5,50,0,.,0,1,#VALUE!,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.7,11,10.52,115.72,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,UTEN,0.8,19.72,29.58,583.3176,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,21.39,22.34,477.8526,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.95,6.69,6.52,43.6188,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.8,29.01,24.79,719.1579,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.95,25.09,15.39,386.1351,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.8,6.48,6.62,42.8976,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,12.79,17.47,223.4413,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,11.2,12.95,145.04,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Weedy,PAST,0.95,6.83,2.94,20.0802,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,MCAV,0.95,15.14,9.02,136.5628,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,FFRA,0.8,5.15,6.78,34.917,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.8,10.56,10.33,109.0848,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,DSTO,0.95,4.75,5.43,25.7925,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,18.66,6.79,126.7014,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,16.54,14.84,245.4536,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,7.63,6.28,47.9164,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,14,13.91,194.74,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,CNAT,0.5,32.69,11.6,379.204,0,0,0,0,0,0,0.65,15,65,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,21.73,18.54,402.8742,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,10.18,8.04,81.8472,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.4,5.3,12.26,64.978,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,NA,MALC,0.5,5.21,5.58,29.0718,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,DSTO,0.75,7.81,7.14,55.7634,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.85,7.24,7.73,55.9652,1,0,1,100,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,19.14,19.03,364.2342,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,17.09,37.29,637.2861,0,0.1,0.1,10,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.9,11.36,8.94,101.5584,0,0.1,0.1,10,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,5.55,3,16.65,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,33.78,24.77,836.7306,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,PSTR,0.9,12.61,6.5,81.965,0,0,0,0,0,0.2,0,6,20,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,PSTR,0.8,5.34,6.9,36.846,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,DLAB,0.95,38.06,25.11,955.6866,0,0,0,0,0,0,0.2,6,20,0,0
Video,4,Back Reef,4,1,4,Stress Tolerant,SSID,0.95,18.31,17.12,313.4672,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,4.25,4.02,17.085,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,MCAV,0.8,49.79,25.23,1256.2017,0,0,0,0,0,0,0.35,9,35,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,3.99,4.75,18.9525,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.95,21.73,22.08,479.7984,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,DSTO,0.95,3.68,6.72,24.7296,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,MCAV,0.8,13.72,11.86,162.7192,0,0.2,0.2,20,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PFUR,0.8,21.27,26.34,560.2518,0,0,0,0,0,0,0.35,9,35,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.95,15,16.25,243.75,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.6,29.77,11.76,350.0952,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,OANN,0.3,7.57,3.13,23.6941,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,NA,MALC,0.85,3.73,4.47,16.6731,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.9,11.03,15.53,171.2959,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,NA,MCOM,0.3,4.88,5.78,28.2064,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PFUR,0.8,8,6,48,0,0.25,0.25,25,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.85,29.68,25.41,754.1688,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.95,7.45,7.8,58.11,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,NA,MCOM,0.8,7.69,6.41,49.2929,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,NA,MCOM,0.95,7.46,9.59,71.5414,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,DSTO,0.95,7.42,4.45,33.019,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.8,43.45,27.94,1213.993,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.8,20.92,16.51,345.3892,0,0,0,0,0,0,0.3,8,30,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,6.54,4.9,32.046,0.1,0,0.1,10,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.8,25.69,25.69,659.9761,0.1,0,0.1,10,0,0,0.3,8,30,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.9,27.78,20.69,574.7682,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.7,27.09,17.61,477.0549,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.8,18.02,15.31,275.8862,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,30,17.38,521.4,0,0,0,0,0.2,0,0,6,20,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,PSTR,0.4,24.43,14.08,343.9744,0,0.1,0.1,10,0,0.25,0,7,25,1,100
Video,4,Back Reef,4,2,4,Stress Tolerant,MCAV,0.85,9.56,5.53,52.8668,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,NA,MCOM,0.3,12.38,9.08,112.4104,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.85,12.22,15.09,184.3998,0,0,0,0,0.1,0,0,4,10,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,MCAV,0.85,9.59,14.79,141.8361,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.9,37.44,28.35,1061.424,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,OANN,0.9,11.67,10.07,117.5169,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.8,2.57,6.37,16.3709,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.8,20.6,18.5,381.1,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.9,14.58,11.16,162.7128,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.85,9.1,8.42,76.622,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,OANN,0.9,10.01,14.59,146.0459,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,PSTR,0.95,16.83,14.22,239.3226,1,0,1,100,0,0.5,0,12,50,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.8,66.18,38.65,2557.857,0,0,0,0,0,0.4,0,10,40,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.85,18.36,15.78,289.7208,0,0,0,0,0.2,0,0,6,20,1,100
Video,4,Back Reef,4,2,4,Stress Tolerant,OANN,0.65,7.9,7.59,59.961,0.1,0.5,0.6,60,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,OANN,0.3,9.29,13.32,123.7428,0,0.6,0.6,60,0,0.25,0,7,25,1,100
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.7,24.12,19.21,463.3452,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.7,14.41,23.8,342.958,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.8,6.49,6.23,40.4327,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.8,30.76,11.03,339.2828,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Generalist,OFAV,0.9,32.03,20.2,647.006,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Generalist,OFAV,0.9,19.05,23.32,444.246,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Generalist,OFAV,0.9,15.6,12.48,194.688,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,OANN,0.2,6.93,7.3,50.589,0,0.5,0.5,50,0,0,0.25,7,25,0,0
Video,4,Back Reef,4,2,4,Generalist,OFAV,0.8,85.99,42.19,3627.9181,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Generalist,OFAV,0.9,7.72,11.82,91.2504,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,DSTO,0.6,11.33,14.17,160.5461,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,DSTO,0.7,5.15,7.88,40.582,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,DSTO,0.9,3.75,6.13,22.9875,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,CNAT,0.95,28.83,12.45,358.9335,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,7.32,7.48,54.7536,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,4.63,5.86,27.1318,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UAGA,0.9,11.15,4.05,45.1575,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,3.75,4.87,18.2625,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.4,6.31,4.89,30.8559,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.9,61.72,25.76,1589.9072,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,DSTO,0.8,9.81,11.21,109.9701,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,UTEN,0.6,49.17,31.87,1567.0479,0,0,0,0,0.3,0,0,8,30,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SSID,0.95,17.59,9.57,168.3363,0,0,0,0,0,0,0.1,4,10,0,0
Video,4,Back Reef,4,2,4,Weedy,UAGA,0.95,7.7,8.34,64.218,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Weedy,PAST,0.95,8.31,8.57,71.2167,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,NA,SBOU,0.95,4.34,3.83,16.6222,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SINT,0.8,8.74,7.44,65.0256,0,0,0,0,0.1,0,0,4,10,0,0
Video,4,Back Reef,4,2,4,Stress Tolerant,SINT,0.95,6.08,7.18,43.6544,0,0,0,0,0.1,0,0,4,10,1,100
Video,4,Back Reef,4,3,4,Stress Tolerant,SSID,0.95,6,7.2,43.2,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,3,4,Stress Tolerant,SSID,0.95,9,8.64,77.76,0,0,0,0,0.15,0,0,5,15,0,0
Video,4,Back Reef,4,3,4,Stress Tolerant,SSID,0.9,35,33.64,1177.4,0,0,0,0,0,0.3,0,8,30,0,0
Video,4,Back Reef,4,3,4,Stress Tolerant,SSID,0.9,9.29,12.56,116.6824,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,3,4,Stress Tolerant,SSID,0.95,7.46,6.9,51.474,0,0,0,0,0,0,0,2,0,0,0
Video,4,Back Reef,4,3,4,Stress Tolerant,SSID,0.95,12.7,13.81,175.387,0,0,0,0,0,0,0,2,0,0,0
