method,site,type,lat,transect,diver,life.history,species,percent.of.cover,l,w,area,pale,bleached,total.pb,percent.pb,new,trans,old,total.mort,percent.mort,disease,percentdisease
Video,11,Patch Reef,2,1,4,Weedy,PAST,0.95,7.593537415,7.270408163,55.20811641,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,Stress Tolerant,PSTR,0.8,18.25581395,16.04651163,292.9421309,0,0,0,0,0,0.7,0,16,70,0,0
Video,11,Patch Reef,2,1,4,NA,MCOM,0.7,8.588957055,7.515337423,64.54891038,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,NA,MALC,0.4,18.50393701,23.22834646,429.8158597,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,Weedy,UAGA,0.4,6.502242152,8.340807175,54.23394799,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,Weedy,UAGA,0.75,6.25,7.363013699,46.01883562,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,Generalist,OFAV,0.9,40.7208589,22.91411043,933.0822576,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,NA,MALC,0.8,26.3803681,17.42331288,459.6334073,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,Generalist,OFAV,0.9,26.91717791,18.2208589,490.4541007,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,1,4,Stress Tolerant,SSID,0.7,4.838709677,12.09677419,58.53277833,0.4,0.6,1,100,0,0,0.5,12,50,0,0
Video,11,Patch Reef,2,1,4,Stress Tolerant,PSTR,0.65,12.73041475,10.109447,128.6974532,0,0,0,0,0,0,0.6,14,60,0,0
Video,11,Patch Reef,2,2,4,Weedy,UHUM,0.8,5,6.333333333,31.66666667,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UHUM,0.9,7.578947368,5.565789474,42.18282548,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,NA,MCOM,0.45,23.56751825,22.82846715,538.0103162,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,NA,MCOM,0.4,5.462184874,5.714285714,31.21248499,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.75,12.98638132,12.25680934,159.1715999,1,0,1,100,0,0,0.3,8,30,1,100
Video,11,Patch Reef,2,2,4,Stress Tolerant,MCAV,0.8,17.37373737,16.16161616,280.7876746,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.85,7.727272727,4.292929293,33.17263544,0,0,0,0,0.15,0,0,5,15,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,OANN,0.7,103.1439394,25.45454545,2625.482093,0,0.1,0.1,10,0.1,0,0,4,10,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,MCAV,0.9,18.77819549,22.66917293,425.6861609,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.95,9.860491071,9.860491071,97.22928416,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFAV,0.35,4.375,11.328125,49.56054688,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PAST,0.9,5.502183406,6.386462882,35.13949009,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.95,3.733624454,4.355895197,16.26327683,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.75,7.368995633,6.550218341,48.26853035,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.95,5.18558952,3.837336245,19.89885062,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PAST,0.95,18.76748252,12.45629371,233.7732745,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.9,28.95104895,24.38811189,706.0614211,1,0,1,100,0,0,0,2,0,1,100
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.85,10.3030303,5.795454545,59.71074378,0,1,1,100,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.85,10.17424242,5.795454545,58.96435947,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.9,11.04545455,15.40909091,170.2004133,0,0,0,0,0.3,0,0,8,30,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.85,13.13636364,9.916666667,130.2689394,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.95,5.864197531,5.277777778,30.94993141,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.7,5.401234568,5.401234568,29.17333486,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,MCAV,0.85,11.14969136,6.033950617,67.27668706,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFAV,0.9,23.9640411,18.49315068,443.170623,0,0,0,0,0,0.15,0,5,15,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.65,23.21428571,15.84375,367.8013392,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.8,11.45945946,14.37837838,164.7684441,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,PSTR,0.85,10.68243243,9.993243243,106.7521457,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PAST,0.95,14.88989637,11.07512953,164.907531,1,0,1,100,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.95,5.537564767,4.922279793,27.25744316,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,NA,MCOM,0.5,35.62176166,28.82124352,1026.663467,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.8,8,5.826086957,46.60869566,0,0,0,0,0.6,0,0,14,60,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,OANN,0.7,14.98913043,13.84782609,207.5668714,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,NA,MCOM,0.3,47.5862069,25.18965517,1198.680143,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PFUR,0.5,13.79310345,18.10344828,249.7027349,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFRA,0.65,54.94047619,51.15740741,2810.612324,0,0.15,0.15,15,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PAST,0.9,12.73584906,7.004716981,89.21101818,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.95,6.721698113,6.721698113,45.18122552,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.85,14.53419811,9.722877358,141.3142257,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PAST,0.7,7.512626263,8.838383838,66.39947454,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFAV,0.8,64.56692913,45.66929134,2948.725897,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFRA,0.95,12.15551181,10.65944882,129.571056,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFAV,0.85,34.3011811,14.22244094,487.8465224,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.9,19.54225352,12.14788732,237.3970937,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,NA,MCOM,0.4,35.21126761,25.35211268,892.6800241,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.9,26.93661972,17.95774648,483.720988,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.75,20.90827338,14.16366906,296.1378648,0,0,0,0,0,0.6,0,14,60,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.95,4.542349727,5.969945355,27.11757965,1,0,1,100,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,MDEC,0.9,35.94621514,29.67131474,1066.571463,0,0,0,0,0.1,0,0,4,10,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.95,13.15239044,8.515936255,112.0049186,0,0,0,0,0,0,0,2,0,1,100
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.85,5.660480349,6.681222707,37.81892984,0,0,0,0,0,0,0,2,0,1,100
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.8,11.09170306,9.344978166,103.6517229,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.9,7.958515284,7.860262009,62.55601533,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.9,5.357142857,3.75,20.08928571,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UHUM,0.75,21.875,12.5,273.4375,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.75,18.125,17.32142857,313.9508928,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.7,4.273255814,5.595930233,23.9128414,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,UAGA,0.95,7.042151163,7.594476744,53.48145324,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,SSID,0.8,15.69767442,19.06976744,299.3510005,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Stress Tolerant,MMEA,0.85,23.3502907,20.1380814,470.2300548,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,NA,MALC,0.3,29.83258929,19.921875,594.3211148,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PAST,0.95,10.84537572,11.39450867,123.5777277,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFRA,0.95,7.687861272,9.884393064,75.98984263,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Weedy,PAST,0.95,8.353448276,10.64655172,88.93541911,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFAV,0.85,29.84042553,28.12234043,839.1826053,0,0,0,0,0,0.2,0,6,20,0,0
Video,11,Patch Reef,2,2,4,Generalist,OFAV,0.8,37.89473684,25.78947368,977.2853183,0,0,0,0,0,0.3,0,8,30,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SSID,0.95,7.823529412,8.522058824,66.67257786,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.9,9.264705882,16.54411765,153.2763841,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MCOM,0.8,51.29411765,10,512.9411765,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,OANN,0.8,23.76344086,22.3655914,531.4834085,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.85,43.51883562,38.86130137,1691.198586,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SINT,0.8,16.98630137,18.49315068,314.1302307,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Generalist,OFAV,0.85,21.97773973,22.55993151,495.8163031,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MALI,0.95,11.62931034,10.97413793,127.6216557,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,OANN,0.5,50.60344828,37.75862069,1910.716409,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.95,18.63146552,15.35560345,286.0973962,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MCOM,0.8,90.73359073,45.94594595,4168.840656,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,PPOR,0.9,24.69230769,17.30769231,427.3668639,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Generalist,OFAV,0.6,19.74683544,21.36075949,421.8074025,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.4,13.89937107,16.98113208,236.027056,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Generalist,OFAV,0.9,65.625,37.265625,2445.556641,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,MCAV,0.95,16.85483871,13.13364055,221.3653931,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.85,9.790575916,9.679319372,94.76611113,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SSID,0.9,29.21218487,33.37184874,974.8646148,0,0,0,0,0,0,0.15,5,15,1,100
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.4,18.13333333,11.13333333,201.8844443,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.75,18.75,11.125,208.59375,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MCOM,0.7,31.38333333,10.5,329.525,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SSID,0.9,47.83695652,31.30434783,1497.504726,0,0,0,0,0.1,0,0,4,10,1,100
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.65,13.77717391,9.679347826,133.3540583,0,0,0,0,0.5,0,0,12,50,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.8,6.173913043,12.69565217,78.38185252,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MCOM,0.6,11.15217391,5.543478261,61.82183363,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.85,8.706597222,12.39583333,107.925528,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SSID,0.85,2.951388889,5.902777778,17.42139275,1,0,1,100,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.95,5.442708333,7.421875,40.39510091,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.7,19.07986111,9.357638889,178.5424503,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.95,25.89409722,28.86284722,747.377372,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MCOM,0.6,7.77027027,14.18918919,110.2538349,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.9,6.25,9.166666667,57.29166667,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,MDEC,0.7,30,21.25,637.5,0,0,0,0,0,0.65,0,15,65,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.7,5.775,13.125,75.796875,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SSID,0.95,7.71875,8.3125,64.16210938,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,OANN,0.6,13.5,14.475,195.4125,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MALC,0.7,21.875,27.95138889,611.436632,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.95,10.47794118,8.382352941,87.82980107,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MALC,0.4,13.85093168,11.18012422,154.8551367,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SSID,0.95,5.900621118,5.900621118,34.81732958,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.9,9.395604396,7.046703297,66.20803647,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.85,20.43269231,16.2293956,331.6102467,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,DSTO,0.85,18.21428571,19.14835165,348.7735478,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SINT,0.8,8.021978022,5.164835165,41.43219418,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,MMEA,0.9,26.375,23.125,609.921875,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,MCAV,0.9,11.375,16.75,190.53125,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,MCAV,0.95,38.92361111,34.04166667,1325.024595,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,OANN,0.8,34.66666667,22.31111111,773.4518519,0,0,0,0,0.2,0.2,0,10,40,0,0
Video,11,Patch Reef,2,3,4,Stress Tolerant,SSID,0.9,9.310344828,10.39655172,96.79548154,0,0,0,0,0,0,0,2,0,1,100
Video,11,Patch Reef,2,3,4,Stress Tolerant,OANN,0.65,28.68965517,29.69827586,852.0332936,0,0,0,0,0,0.6,0,14,60,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.7,4.404761905,5.773809524,25.43225624,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,UAGA,0.75,6.441326531,5.484693878,35.32870419,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MALC,0.2,11.24260355,6.360946746,71.51360247,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,NA,MALC,0.35,15.25966184,17.11956522,261.2387761,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,3,4,Weedy,PAST,0.95,12.66666667,16.36111111,207.2407408,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Generalist,OFRA,0.65,17.64285714,15.78571429,278.5051021,0,0.1,0.1,10,0,0.4,0,10,40,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.9,7.14953271,7.359813084,52.61922438,0,0,0,0,0.3,0,0,8,30,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.95,4.994158879,4.439252336,22.17033147,0,0,0,0,0,0,0,2,0,1,100
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.65,10.04934211,6.949013158,69.83301055,0,0,0,0,0.1,0,0,4,10,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.7,11.51006711,18.55704698,213.5928561,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.85,9.840604027,5.989932886,58.94455768,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.85,3.422818792,4.991610738,17.08537904,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Generalist,OFAV,0.75,17.27941176,18.25980392,315.5186706,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,MCAV,0.9,17.09415584,16.07142857,274.7275045,0,0,0,0,0.1,0,0,4,10,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,MCAV,0.9,13.14935065,9.935064935,130.6396526,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Generalist,OFAV,0.8,74,12.32,911.68,0,0,0,0,0.15,0,0,5,15,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,OANN,0.85,53.975,15.81,853.34475,0,0,0,0,0,0.2,0,6,20,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,OANN,0.4,15.04273504,10.76923077,161.9986851,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.65,8.055555556,8.333333333,67.12962963,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.95,6.203358209,6.380597015,39.58112887,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.9,14.33121019,9.171974522,131.4454947,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.95,9.832802548,7.714968153,75.85975851,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.8,9.75,10,97.5,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.9,8.15625,8.015625,65.37744141,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,NA,MCOM,0.35,82.578125,30.1328125,2488.311157,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,OANN,0.8,62.09205021,29.62343096,1839.379563,0,0,0,0,0,0.3,0,8,30,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.8,7.567567568,5.837837838,44.17823229,1,0,1,100,0,0,0,2,0,1,100
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.95,11.68243243,11.2972973,131.9799123,1,0,1,100,0,0,0,2,0,1,100
Video,11,Patch Reef,2,4,5,NA,MCOM,0.3,63.44594595,24.12162162,1530.419102,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.9,5.173796791,4.331550802,22.41056364,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.95,7.620320856,10.4144385,79.36136291,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.9,28.35,24.66,699.111,0,0,0,0,0.1,0,0,4,10,1,100
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,14.155,14.82,209.7771,1,0,1,100,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.7,15.19,10.5,159.495,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,25.63668224,16.53621495,423.9336881,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,MCAV,0.9,12.72196262,7.254672897,92.29367742,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.95,5.260067114,5.260067114,27.66830604,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,7.332214765,10.20134228,74.79843249,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.8,12.88590604,10.06711409,129.7238863,0,0,0,0,0,0.3,0,8,30,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.9,12.95886076,12.10443038,156.8596279,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.9,16.20629371,12.9020979,209.095188,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.95,9.134615385,6.809440559,62.20162049,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,6.975524476,4.982517483,34.75567265,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,11.62587413,12.12412587,140.9535613,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,6.477272727,7.972027972,51.63699936,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.8,13.97058824,25.29411765,353.3737026,0,0,0,0,0.1,0,0,4,10,1,100
Video,11,Patch Reef,2,4,5,NA,MCOM,0.7,16.83649289,13.51895735,227.6118293,0.3,0,0.3,30,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,DLAB,0.85,17.5,14,245,0,0,0,0,0,0.6,0,14,60,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.9,4.290697674,7.220930233,30.98282855,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,5.523255814,3.093023256,17.08355868,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,PAST,0.95,5.854651163,8.61627907,50.44530828,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.95,8.837209302,4.970930233,43.92915089,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,NA,MALC,0.7,10.06849315,8.75,88.09931506,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Generalist,OFAV,0.8,94.78991597,67.56302521,6404.293482,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,OANN,0.85,35.17857143,31.78571429,1118.176021,0,0,0,0,0,0.6,0,14,60,0,0
Video,11,Patch Reef,2,4,5,NA,MALC,0.8,16.23287671,19.52054795,316.8746482,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.95,6.638198758,3.687888199,24.48093486,0,0.1,0.1,10,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.8,6.211180124,3.726708075,23.14725512,0,0,0,0,0.2,0,0,6,20,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.9,4.192546584,4.192546584,17.57744686,0,0,0,0,0.1,0,0,4,10,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.9,7.406832298,6.00931677,44.51000154,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Generalist,OFAV,0.85,79.6627907,20.1627907,1606.224175,0,0,0,0,0,0.4,0,10,40,0,0
Video,11,Patch Reef,2,4,5,Weedy,UAGA,0.85,11.125,10.25,114.03125,0,0,0,0,0,0,0,2,0,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,OANN,0.85,15.375,12.625,194.109375,0,0,0,0,0.15,0,0,5,15,0,0
Video,11,Patch Reef,2,4,5,Stress Tolerant,SSID,0.4,24.44444444,23.11111111,564.9382715,0,0,0,0,0,0.75,0,17,75,0,0
